#YY  MM DD hh mm WDIR WSPD GDR GST GTIME
#yr  mo dy hr mn degT m/s degT m/s hhmm
2008 11 29 18 40 283  4.1 999 99.0 9999
2008 11 29 18 50 290  4.0 294  7.4 1802
2008 11 29 19 00 283  3.8 999 99.0 9999
2008 11 29 19 10 294  3.7 999 99.0 9999
2008 11 29 19 20 289  3.6 999 99.0 9999
2008 11 29 19 30 296  4.4 999 99.0 9999
2008 11 29 19 40 291  5.0 999 99.0 9999
2008 11 29 19 50 300  4.2 285  6.4 1934
2008 11 29 20 00 306  4.4 999 99.0 9999
2008 11 29 20 10 303  4.0 999 99.0 9999
2008 11 29 20 20 303  4.3 999 99.0 9999
2008 11 29 20 30 301  4.8 999 99.0 9999
2008 11 29 20 40 294  5.1 999 99.0 9999
2008 11 29 20 50 294  5.5 305  7.6 2044
2008 11 29 21 00 289  5.3 999 99.0 9999
2008 11 29 21 10 282  5.3 999 99.0 9999
2008 11 29 21 20 284  4.8 999 99.0 9999
2008 11 29 21 30 293  4.4 999 99.0 9999
2008 11 29 21 40 286  4.0 999 99.0 9999
2008 11 29 21 50 290  5.0 282  6.8 2102
2008 11 29 22 00 298  5.1 999 99.0 9999
2008 11 29 22 10 306  5.4 999 99.0 9999
2008 11 29 22 20 298  4.7 999 99.0 9999
2008 11 29 22 30 304  4.1 999 99.0 9999
2008 11 29 22 40 305  3.3 999 99.0 9999
2008 11 29 22 50 308  3.9 295  6.9 2153
2008 11 29 23 00 324  4.3 999 99.0 9999
2008 11 29 23 10 330  4.0 999 99.0 9999
2008 11 29 23 20 331  5.4 999 99.0 9999
2008 11 29 23 30 334  5.4 999 99.0 9999
2008 11 29 23 40 334  5.3 999 99.0 9999
2008 11 29 23 50 335  5.4 336  7.2 2347
2008 11 30 00 00 336  5.3 999 99.0 9999
2008 11 30 00 10 340  5.2 999 99.0 9999
2008 11 30 00 20 340  5.1 999 99.0 9999
2008 11 30 00 30 339  4.7 999 99.0 9999
2008 11 30 00 40 328  4.2 999 99.0 9999
2008 11 30 00 50 330  4.5 325  6.7 2353
2008 11 30 01 00 334  4.8 999 99.0 9999
2008 11 30 01 10 341  4.5 999 99.0 9999
2008 11 30 01 20 341  4.0 999 99.0 9999
2008 11 30 01 30 347  4.1 999 99.0 9999
2008 11 30 01 40 345  3.9 999 99.0 9999
2008 11 30 01 50 347  3.6 339  6.2 0051
2008 11 30 02 00 350  3.5 999 99.0 9999
2008 11 30 02 10 359  3.7 999 99.0 9999
2008 11 30 02 20   1  3.2 999 99.0 9999
2008 11 30 02 30 354  3.4 999 99.0 9999
2008 11 30 02 40  23  3.2 999 99.0 9999
2008 11 30 02 50  27  3.6 349  5.1 0223
2008 11 30 03 00  18  3.5 999 99.0 9999
2008 11 30 03 10  23  3.0 999 99.0 9999
2008 11 30 03 20  35  3.6 999 99.0 9999
2008 11 30 03 30  35  3.6 999 99.0 9999
2008 11 30 03 40  28  3.7 999 99.0 9999
2008 11 30 03 50  23  3.5  26  5.3 0331
2008 11 30 04 00  26  3.3 999 99.0 9999
2008 11 30 04 10  30  3.4 999 99.0 9999
2008 11 30 04 20  34  3.1 999 99.0 9999
2008 11 30 04 30  32  3.5 999 99.0 9999
2008 11 30 04 40  43  4.0 999 99.0 9999
2008 11 30 04 50  34  4.3  30  5.2 0445
2008 11 30 05 00  45  4.3 999 99.0 9999
2008 11 30 05 10  46  4.0 999 99.0 9999
2008 11 30 05 20  39  3.9 999 99.0 9999
2008 11 30 05 30  40  4.0 999 99.0 9999
2008 11 30 05 40  55  3.8 999 99.0 9999
2008 11 30 05 50  44  4.3  40  5.7 0515
2008 11 30 06 00  53  4.0 999 99.0 9999
2008 11 30 06 10  56  4.2 999 99.0 9999
2008 11 30 06 20  60  4.4 999 99.0 9999
2008 11 30 06 30  59  4.4 999 99.0 9999
2008 11 30 06 40  58  4.6 999 99.0 9999
2008 11 30 06 50  62  5.1  50  6.4 0648
2008 11 30 07 00  70  5.1 999 99.0 9999
2008 11 30 07 10  64  5.0 999 99.0 9999
2008 11 30 07 20  68  4.7 999 99.0 9999
2008 11 30 07 30  61  5.1 999 99.0 9999
2008 11 30 07 40  68  5.4 999 99.0 9999
2008 11 30 07 50  85  5.0  67  6.9 0735
2008 11 30 08 00  86  4.9 999 99.0 9999
2008 11 30 08 10  80  4.2 999 99.0 9999
2008 11 30 08 20  82  4.8 999 99.0 9999
2008 11 30 08 30  91  4.3 999 99.0 9999
2008 11 30 08 40  90  4.2 999 99.0 9999
2008 11 30 08 50  83  4.7  86  6.7 0756
2008 11 30 09 00  83  5.0 999 99.0 9999
2008 11 30 09 10  83  5.3 999 99.0 9999
2008 11 30 09 20  83  5.8 999 99.0 9999
2008 11 30 09 30  83  6.0 999 99.0 9999
2008 11 30 09 40  90  5.8 999 99.0 9999
2008 11 30 09 50  86  6.5  91  8.1 0945
2008 11 30 10 00  92  6.5 999 99.0 9999
2008 11 30 10 10  93  6.3 999 99.0 9999
2008 11 30 10 20  90  6.2 999 99.0 9999
2008 11 30 10 30  90  7.2 999 99.0 9999
2008 11 30 10 40  85  7.1 999 99.0 9999
2008 11 30 10 50  85  7.3  71  8.9 1043
2008 11 30 11 00  87  7.1 999 99.0 9999
2008 11 30 11 10  88  7.2 999 99.0 9999
2008 11 30 11 20  88  7.8 999 99.0 9999
2008 11 30 11 30  95  8.0 999 99.0 9999
2008 11 30 11 40  93  8.2 999 99.0 9999
2008 11 30 11 50  94  8.0  79 10.2 1129
2008 11 30 12 00  90  7.7 999 99.0 9999
2008 11 30 12 10  84  8.1 999 99.0 9999
2008 11 30 12 20  80  8.1 999 99.0 9999
2008 11 30 12 30  91  7.7 999 99.0 9999
2008 11 30 12 40  99  7.7 999 99.0 9999
2008 11 30 12 50  90  8.3  73 10.6 1219
2008 11 30 13 00  85  8.7 999 99.0 9999
2008 11 30 13 10  87  9.5 999 99.0 9999
2008 11 30 13 20  90  9.1 999 99.0 9999
2008 11 30 13 30  88  9.6 999 99.0 9999
2008 11 30 13 40  94  9.7 999 99.0 9999
2008 11 30 13 50  98 10.1  96 11.7 1348
2008 11 30 14 00 102  9.9 999 99.0 9999
2008 11 30 14 10 104 10.2 999 99.0 9999
2008 11 30 14 20 110 10.4 999 99.0 9999
2008 11 30 14 30 107 10.2 999 99.0 9999
2008 11 30 14 40 104  9.9 999 99.0 9999
2008 11 30 14 50 102  9.1 111 13.2 1410
2008 11 30 15 00  97  9.2 999 99.0 9999
2008 11 30 15 10 104  9.4 999 99.0 9999
2008 11 30 15 20 102  8.8 999 99.0 9999
2008 11 30 15 30  97  9.2 999 99.0 9999
2008 11 30 15 40  91 10.2 999 99.0 9999
2008 11 30 15 50  93 10.0  96 12.2 1546
2008 11 30 16 00  95  9.8 999 99.0 9999
2008 11 30 16 10  85  9.2 999 99.0 9999
2008 11 30 16 20  86  9.6 999 99.0 9999
2008 11 30 16 30  85 10.1 999 99.0 9999
2008 11 30 16 40  80 10.4 999 99.0 9999
2008 11 30 16 50  81 10.8  82 13.1 1648
2008 11 30 17 00  83 11.6 999 99.0 9999
2008 11 30 17 10  82 12.1 999 99.0 9999
2008 11 30 17 20  82 11.4 999 99.0 9999
2008 11 30 17 30  82 12.4 999 99.0 9999
2008 11 30 17 40  80 12.3 999 99.0 9999
2008 11 30 17 50  77 12.2  78 15.4 1731
2008 11 30 18 00  78 13.0 999 99.0 9999
2008 11 30 18 10  76 13.0 999 99.0 9999
2008 11 30 18 20  77 13.7 999 99.0 9999
2008 11 30 18 30  79 13.7 999 99.0 9999
2008 11 30 18 40  80 14.1 999 99.0 9999
2008 11 30 18 50  77 14.5  77 18.0 1820
2008 11 30 19 00  78 14.7 999 99.0 9999
2008 11 30 19 10  78 15.1 999 99.0 9999
2008 11 30 19 20  78 14.9 999 99.0 9999
2008 11 30 19 30  77 15.1 999 99.0 9999
2008 11 30 19 40  77 14.7 999 99.0 9999
2008 11 30 19 50  71 13.4  74 19.3 1931
2008 11 30 20 00  79 17.1 999 99.0 9999
2008 11 30 20 10  73 15.6 999 99.0 9999
2008 11 30 20 20  76 15.4 999 99.0 9999
2008 11 30 20 30  77 16.0 999 99.0 9999
2008 11 30 20 40  79 15.0 999 99.0 9999
2008 11 30 20 50  77 15.5  89 21.8 1954
2008 11 30 21 00  77 15.1 999 99.0 9999
2008 11 30 21 10  79 14.6 999 99.0 9999
2008 11 30 21 20  80 14.9 999 99.0 9999
2008 11 30 21 30  84 15.8 999 99.0 9999
2008 11 30 21 40  82 15.1 999 99.0 9999
2008 11 30 21 50  82 15.3  84 19.8 2124
2008 11 30 22 00  83 14.8 999 99.0 9999
2008 11 30 22 10  83 15.5 999 99.0 9999
2008 11 30 22 20  82 15.4 999 99.0 9999
2008 11 30 22 30  84 14.9 999 99.0 9999
2008 11 30 22 40  83 15.3 999 99.0 9999
2008 11 30 22 50  83 15.0  85 19.8 2207
2008 11 30 23 00  81 14.3 999 99.0 9999
2008 11 30 23 10  79 13.8 999 99.0 9999
2008 11 30 23 20  82 13.4 999 99.0 9999
2008 11 30 23 30  80 12.8 999 99.0 9999
2008 11 30 23 40  81 12.4 999 99.0 9999
2008 11 30 23 50  78 10.9  75 17.8 2302
2008 12 01 00 00  73 11.5 999 99.0 9999
2008 12 01 00 10  62 11.4 999 99.0 9999
2008 12 01 00 20  56  9.0 999 99.0 9999
2008 12 01 00 30  51 10.9 999 99.0 9999
2008 12 01 00 40  36  9.6 999 99.0 9999
2008 12 01 00 50  40  9.3  53 16.0 0024
2008 12 01 01 00  47  9.8 999 99.0 9999
2008 12 01 01 10  49  9.5 999 99.0 9999
2008 12 01 01 20  54  8.1 999 99.0 9999
2008 12 01 01 30  58  6.9 999 99.0 9999
2008 12 01 01 40  59  7.1 999 99.0 9999
2008 12 01 01 50  61  6.1  46 12.7 0051
2008 12 01 02 00  51  5.7 999 99.0 9999
2008 12 01 02 10  61  4.3 999 99.0 9999
2008 12 01 02 20  84  1.9 999 99.0 9999
2008 12 01 02 30  91  0.7 999 99.0 9999
2008 12 01 02 40 168  0.8 999 99.0 9999
2008 12 01 02 50 159  0.9  59  7.4 0153
2008 12 01 03 00 170  2.0 999 99.0 9999
2008 12 01 03 10 171  2.4 999 99.0 9999
2008 12 01 03 20 171  2.7 999 99.0 9999
2008 12 01 03 30 146  2.8 999 99.0 9999
2008 12 01 03 40 140  4.1 999 99.0 9999
2008 12 01 03 50 147  5.6 151  6.7 0347
2008 12 01 04 00 150  6.1 999 99.0 9999
2008 12 01 04 10 151  7.0 999 99.0 9999
2008 12 01 04 20 153  7.4 999 99.0 9999
2008 12 01 04 30 154  7.6 999 99.0 9999
2008 12 01 04 40 152  7.2 999 99.0 9999
2008 12 01 04 50 154  6.9 155  9.2 0418
2008 12 01 05 00 162  6.6 999 99.0 9999
2008 12 01 05 10 158  7.3 999 99.0 9999
2008 12 01 05 20 154  7.7 999 99.0 9999
2008 12 01 05 30 156  7.5 999 99.0 9999
2008 12 01 05 40 154  7.8 999 99.0 9999
2008 12 01 05 50 155  7.4 150  9.2 0540
2008 12 01 06 00 162  6.7 999 99.0 9999
2008 12 01 06 10 165  6.0 999 99.0 9999
2008 12 01 06 20 184  5.1 999 99.0 9999
2008 12 01 06 30 199  5.3 999 99.0 9999
2008 12 01 06 40 194  5.3 999 99.0 9999
2008 12 01 06 50 195  5.6 158  7.9 0554
2008 12 01 07 00 197  6.7 999 99.0 9999
2008 12 01 07 10 202  7.5 999 99.0 9999
2008 12 01 07 20 201  7.9 999 99.0 9999
2008 12 01 07 30 199  7.9 999 99.0 9999
2008 12 01 07 40 192  7.9 999 99.0 9999
2008 12 01 07 50 185  8.2 186  9.8 0745
2008 12 01 08 00 186  8.1 999 99.0 9999
2008 12 01 08 10 188  9.6 999 99.0 9999
2008 12 01 08 20 191 10.0 999 99.0 9999
2008 12 01 08 30 188  9.5 999 99.0 9999
2008 12 01 08 40 190 10.0 999 99.0 9999
2008 12 01 08 50 191 10.6 192 13.7 0750
2008 12 01 09 00 197 11.9 999 99.0 9999
2008 12 01 09 10 199 12.2 999 99.0 9999
2008 12 01 09 20 197 11.9 999 99.0 9999
2008 12 01 09 30 196 12.4 999 99.0 9999
2008 12 01 09 40 198 12.1 999 99.0 9999
2008 12 01 09 50 195 11.4 197 15.2 0939
2008 12 01 10 00 193 10.7 999 99.0 9999
2008 12 01 10 10 195 10.6 999 99.0 9999
2008 12 01 10 20 195 11.0 999 99.0 9999
2008 12 01 10 30 194 11.5 999 99.0 9999
2008 12 01 10 40 195 11.1 999 99.0 9999
2008 12 01 10 50 195 11.4 196 13.8 1030
2008 12 01 11 00 195 11.0 999 99.0 9999
2008 12 01 11 10 194 11.0 999 99.0 9999
2008 12 01 11 20 193 10.9 999 99.0 9999
2008 12 01 11 30 195 10.3 999 99.0 9999
2008 12 01 11 40 196 10.2 999 99.0 9999
2008 12 01 11 50 199 10.4 193 13.6 1056
2008 12 01 12 00 204 10.6 999 99.0 9999
2008 12 01 12 10 209 10.8 999 99.0 9999
2008 12 01 12 20 212  9.9 999 99.0 9999
2008 12 01 12 30 217  9.4 999 99.0 9999
2008 12 01 12 40 219 10.3 999 99.0 9999
2008 12 01 12 50 224 11.1 227 14.0 1249
2008 12 01 13 00 231 11.6 999 99.0 9999
2008 12 01 13 10 226 11.3 999 99.0 9999
2008 12 01 13 20 229 10.5 999 99.0 9999
2008 12 01 13 30 233 10.7 999 99.0 9999
2008 12 01 13 40 234 11.4 999 99.0 9999
2008 12 01 13 50 235 11.0 235 14.4 1252
2008 12 01 14 00 237 11.3 999 99.0 9999
2008 12 01 14 10 237 10.7 999 99.0 9999
2008 12 01 14 20 235 10.3 999 99.0 9999
2008 12 01 14 30 235 10.4 999 99.0 9999
2008 12 01 14 40 232  9.7 999 99.0 9999
2008 12 01 14 50 232  9.0 238 13.3 1352
2008 12 01 15 00 230  8.5 999 99.0 9999
2008 12 01 15 10 226  8.4 999 99.0 9999
2008 12 01 15 20 226  8.3 999 99.0 9999
2008 12 01 15 30 227  7.9 999 99.0 9999
2008 12 01 15 40 221  7.9 999 99.0 9999
2008 12 01 15 50 220  7.9 225 10.2 1500
2008 12 01 16 00 216  7.0 999 99.0 9999
2008 12 01 16 10 213  7.4 999 99.0 9999
2008 12 01 16 20 206  7.8 999 99.0 9999
2008 12 01 16 30 203  7.5 999 99.0 9999
2008 12 01 16 40 203  7.4 999 99.0 9999
2008 12 01 16 50 199  7.9 204  9.3 1637
2008 12 01 17 00 195  8.0 999 99.0 9999
2008 12 01 17 10 192  8.0 999 99.0 9999
2008 12 01 17 20 188  8.5 999 99.0 9999
2008 12 01 17 30 187  9.2 999 99.0 9999
2008 12 01 17 40 188  9.4 999 99.0 9999
2008 12 01 17 50 188  9.9 189 11.8 1749
2008 12 01 18 00 188  9.9 999 99.0 9999
2008 12 01 18 10 187 10.0 999 99.0 9999
2008 12 01 18 20 190 10.7 999 99.0 9999
2008 12 01 18 30 190 11.3 999 99.0 9999
2008 12 01 18 40 190 11.3 999 99.0 9999
2008 12 01 18 50 191 10.9 188 13.4 1834
2008 12 01 19 00 191 11.1 999 99.0 9999
2008 12 01 19 10 192 10.9 999 99.0 9999
2008 12 01 19 20 195 11.2 999 99.0 9999
2008 12 01 19 30 196 11.3 999 99.0 9999
2008 12 01 19 40 197 11.7 999 99.0 9999
2008 12 01 19 50 195 11.9 194 15.1 1930
2008 12 01 20 00 193 11.3 999 99.0 9999
2008 12 01 20 10 195 11.8 999 99.0 9999
2008 12 01 20 20 196 11.9 999 99.0 9999
2008 12 01 20 30 197 12.3 999 99.0 9999
2008 12 01 20 40 198 12.2 999 99.0 9999
2008 12 01 20 50 201 12.2 196 15.2 2037
2008 12 01 21 00 203 11.4 999 99.0 9999
2008 12 01 21 10 205 11.1 999 99.0 9999
2008 12 01 21 20 205 10.1 999 99.0 9999
2008 12 01 21 30 208  9.2 999 99.0 9999
2008 12 01 21 40 212  8.6 999 99.0 9999
2008 12 01 21 50 222  7.2 204 13.6 2059
2008 12 01 22 00 227  6.1 999 99.0 9999
2008 12 01 22 10 232  6.4 999 99.0 9999
2008 12 01 22 20 230 10.5 999 99.0 9999
2008 12 01 22 30 223 12.3 999 99.0 9999
2008 12 01 22 40 222 12.5 999 99.0 9999
2008 12 01 22 50 221 12.2 223 15.1 2239
2008 12 01 23 00 223 11.3 999 99.0 9999
2008 12 01 23 10 224 11.4 999 99.0 9999
2008 12 01 23 20 223 11.3 999 99.0 9999
2008 12 01 23 30 228 12.6 999 99.0 9999
2008 12 01 23 40 227 11.0 999 99.0 9999
2008 12 01 23 50 226 10.8 227 15.5 2325
2008 12 02 00 00 227 10.9 999 99.0 9999
2008 12 02 00 10 229 11.8 999 99.0 9999
2008 12 02 00 20 234 11.6 999 99.0 9999
2008 12 02 00 30 252 12.6 999 99.0 9999
2008 12 02 00 40 261 12.1 999 99.0 9999
2008 12 02 00 50 253 10.7 260 15.7 0028
2008 12 02 01 00 254 11.8 999 99.0 9999
2008 12 02 01 10 248 10.5 999 99.0 9999
2008 12 02 01 20 245  9.7 999 99.0 9999
2008 12 02 01 30 246  9.9 999 99.0 9999
2008 12 02 01 40 244 10.5 999 99.0 9999
2008 12 02 01 50 239  9.3 258 15.6 0055
2008 12 02 02 00 239 10.0 999 99.0 9999
2008 12 02 02 10 233  9.8 999 99.0 9999
2008 12 02 02 20 233 10.3 999 99.0 9999
2008 12 02 02 30 232 10.8 999 99.0 9999
2008 12 02 02 40 238 11.7 999 99.0 9999
2008 12 02 02 50 235 12.9 238 16.0 0248
2008 12 02 03 00 237 11.8 999 99.0 9999
2008 12 02 03 10 242 11.6 999 99.0 9999
2008 12 02 03 20 241 10.7 999 99.0 9999
2008 12 02 03 30 237 10.1 999 99.0 9999
2008 12 02 03 40 234 10.4 999 99.0 9999
2008 12 02 03 50 237 11.1 237 14.6 0251
2008 12 02 04 00 253 12.0 999 99.0 9999
2008 12 02 04 10 260 12.2 999 99.0 9999
2008 12 02 04 20 258 11.3 999 99.0 9999
2008 12 02 04 30 259 10.0 999 99.0 9999
2008 12 02 04 40 254 10.2 999 99.0 9999
2008 12 02 04 50 250 10.3 258 14.9 0401
2008 12 02 05 00 251  9.8 999 99.0 9999
2008 12 02 05 10 247 10.1 999 99.0 9999
2008 12 02 05 20 244  9.7 999 99.0 9999
2008 12 02 05 30 240  9.2 999 99.0 9999
2008 12 02 05 40 237  9.0 999 99.0 9999
2008 12 02 05 50 235  8.8 260 12.4 0455
2008 12 02 06 00 234  9.7 999 99.0 9999
2008 12 02 06 10 233  9.6 999 99.0 9999
2008 12 02 06 20 233 10.4 999 99.0 9999
2008 12 02 06 30 232 10.1 999 99.0 9999
2008 12 02 06 40 233 10.1 999 99.0 9999
2008 12 02 06 50 233 11.2 234 13.5 0645
2008 12 02 07 00 231 11.1 999 99.0 9999
2008 12 02 07 10 231 11.0 999 99.0 9999
2008 12 02 07 20 233 11.2 999 99.0 9999
2008 12 02 07 30 235 11.1 999 99.0 9999
2008 12 02 07 40 233 11.0 999 99.0 9999
2008 12 02 07 50 236 11.0 229 14.4 0729
2008 12 02 08 00 235 11.1 999 99.0 9999
2008 12 02 08 10 236 11.8 999 99.0 9999
2008 12 02 08 20 237 11.1 999 99.0 9999
2008 12 02 08 30 235 10.9 999 99.0 9999
2008 12 02 08 40 233 11.0 999 99.0 9999
2008 12 02 08 50 237 11.1 241 14.3 0803
2008 12 02 09 00 237 10.9 999 99.0 9999
2008 12 02 09 10 238 10.3 999 99.0 9999
2008 12 02 09 20 239  9.9 999 99.0 9999
2008 12 02 09 30 238 10.5 999 99.0 9999
2008 12 02 09 40 236 10.5 999 99.0 9999
2008 12 02 09 50 235 10.4 237 13.2 0851
2008 12 02 10 00 233 10.1 999 99.0 9999
2008 12 02 10 10 236 10.3 999 99.0 9999
2008 12 02 10 20 236 10.9 999 99.0 9999
2008 12 02 10 30 237 10.6 999 99.0 9999
2008 12 02 10 40 238 10.4 999 99.0 9999
2008 12 02 10 50 240 10.6 238 14.0 1010
2008 12 02 11 00 242 10.6 999 99.0 9999
2008 12 02 11 10 242 10.6 999 99.0 9999
2008 12 02 11 20 244 10.3 999 99.0 9999
2008 12 02 11 30 244 10.0 999 99.0 9999
2008 12 02 11 40 244  9.5 999 99.0 9999
2008 12 02 11 50 248  9.9 241 13.0 1100
2008 12 02 12 00 252 10.0 999 99.0 9999
2008 12 02 12 10 251  9.8 999 99.0 9999
2008 12 02 12 20 248  9.0 999 99.0 9999
2008 12 02 12 30 252  8.9 999 99.0 9999
2008 12 02 12 40 248  9.5 999 99.0 9999
2008 12 02 12 50 249  8.8 253 12.3 1154
2008 12 02 13 00 247  9.5 999 99.0 9999
2008 12 02 13 10 250  9.2 999 99.0 9999
2008 12 02 13 20 252  8.9 999 99.0 9999
2008 12 02 13 30 249  8.7 999 99.0 9999
2008 12 02 13 40 249  8.8 999 99.0 9999
2008 12 02 13 50 249  9.3 245 12.2 1309
2008 12 02 14 00 252  9.1 999 99.0 9999
2008 12 02 14 10 252  9.5 999 99.0 9999
2008 12 02 14 20 256  8.7 999 99.0 9999
2008 12 02 14 30 263  8.5 999 99.0 9999
2008 12 02 14 40 263  7.9 999 99.0 9999
2008 12 02 14 50 259  7.3 248 11.4 1400
2008 12 02 15 00 261  6.7 999 99.0 9999
2008 12 02 15 10 257  7.0 999 99.0 9999
2008 12 02 15 20 262  6.8 999 99.0 9999
2008 12 02 15 30 257  6.4 999 99.0 9999
2008 12 02 15 40 253  6.4 999 99.0 9999
2008 12 02 15 50 256  6.3 266  9.2 1509
2008 12 02 16 00 251  5.8 999 99.0 9999
2008 12 02 16 10 257  6.6 999 99.0 9999
2008 12 02 16 20 263  6.5 999 99.0 9999
2008 12 02 16 30 266  6.3 999 99.0 9999
2008 12 02 16 40 263  6.0 999 99.0 9999
2008 12 02 16 50 267  6.0 255  8.8 1609
2008 12 02 17 00 267  5.5 999 99.0 9999
2008 12 02 17 10 269  5.2 999 99.0 9999
2008 12 02 17 20 263  4.9 999 99.0 9999
2008 12 02 17 30 241  6.0 999 99.0 9999
2008 12 02 17 40 252  6.2 999 99.0 9999
2008 12 02 17 50 251  6.3 244  8.3 1728
2008 12 02 18 00 250  6.1 999 99.0 9999
2008 12 02 18 10 252  5.8 999 99.0 9999
2008 12 02 18 20 252  5.8 999 99.0 9999
2008 12 02 18 30 249  6.1 999 99.0 9999
2008 12 02 18 40 250  5.6 999 99.0 9999
2008 12 02 18 50 252  6.0 254  8.1 1755
2008 12 02 19 00 259  6.0 999 99.0 9999
2008 12 02 19 10 245  6.0 999 99.0 9999
2008 12 02 19 20 254  5.7 999 99.0 9999
2008 12 02 19 30 256  6.2 999 99.0 9999
2008 12 02 19 40 258  5.9 999 99.0 9999
2008 12 02 19 50 256  5.9 249  7.8 1851
2008 12 02 20 00 249  6.0 999 99.0 9999
2008 12 02 20 10 253  5.4 999 99.0 9999
2008 12 02 20 20 255  6.2 999 99.0 9999
2008 12 02 20 30 254  5.6 999 99.0 9999
2008 12 02 20 40 261  5.5 999 99.0 9999
2008 12 02 20 50 250  5.9 246  8.3 2020
2008 12 02 21 00 254  5.4 999 99.0 9999
2008 12 02 21 10 254  5.4 999 99.0 9999
2008 12 02 21 20 250  5.2 999 99.0 9999
2008 12 02 21 30 259  4.8 999 99.0 9999
2008 12 02 21 40 281  5.6 999 99.0 9999
2008 12 02 21 50 289  6.3 297  8.3 2144
2008 12 02 22 00 292  6.3 999 99.0 9999
2008 12 02 22 10 288  7.0 999 99.0 9999
2008 12 02 22 20 284  7.3 999 99.0 9999
2008 12 02 22 30 289  7.8 999 99.0 9999
2008 12 02 22 40 289  7.2 999 99.0 9999
2008 12 02 22 50 287  7.2 297  9.4 2225
2008 12 02 23 00 288  7.2 999 99.0 9999
2008 12 02 23 10 280  7.3 999 99.0 9999
2008 12 02 23 20 284  7.0 999 99.0 9999
2008 12 02 23 30 286  6.8 999 99.0 9999
2008 12 02 23 40 286  7.3 999 99.0 9999
2008 12 02 23 50 276  7.3 269  9.5 2343
2008 12 03 00 00 282  7.6 999 99.0 9999
2008 12 03 00 10 282  7.8 999 99.0 9999
2008 12 03 00 20 277  7.6 999 99.0 9999
2008 12 03 00 30 278  7.3 999 99.0 9999
2008 12 03 00 40 277  6.7 999 99.0 9999
2008 12 03 00 50 284  7.1 271  9.4 0021
2008 12 03 01 00 281  6.8 999 99.0 9999
2008 12 03 01 10 275  7.5 999 99.0 9999
2008 12 03 01 20 278  7.5 999 99.0 9999
2008 12 03 01 30 280  8.1 999 99.0 9999
2008 12 03 01 40 279  8.2 999 99.0 9999
2008 12 03 01 50 281  8.1 282 10.6 0139
2008 12 03 02 00 278  8.0 999 99.0 9999
2008 12 03 02 10 281  8.6 999 99.0 9999
2008 12 03 02 20 279  8.5 999 99.0 9999
2008 12 03 02 30 279  8.3 999 99.0 9999
2008 12 03 02 40 276  8.3 999 99.0 9999
2008 12 03 02 50 276  8.1 278 11.0 0220
2008 12 03 03 00 271  8.9 999 99.0 9999
2008 12 03 03 10 276  9.4 999 99.0 9999
2008 12 03 03 20 280  8.8 999 99.0 9999
2008 12 03 03 30 277  9.1 999 99.0 9999
2008 12 03 03 40 279  9.0 999 99.0 9999
2008 12 03 03 50 282  9.0 277 11.4 0304
2008 12 03 04 00 281  8.4 999 99.0 9999
2008 12 03 04 10 281  8.5 999 99.0 9999
2008 12 03 04 20 276  8.5 999 99.0 9999
2008 12 03 04 30 280  8.3 999 99.0 9999
2008 12 03 04 40 277  8.4 999 99.0 9999
2008 12 03 04 50 274  8.5 287 10.8 0400
2008 12 03 05 00 281  8.6 999 99.0 9999
2008 12 03 05 10 281  8.9 999 99.0 9999
2008 12 03 05 20 279  9.0 999 99.0 9999
2008 12 03 05 30 281  8.8 999 99.0 9999
2008 12 03 05 40 278  8.3 999 99.0 9999
2008 12 03 05 50 282  8.0 283 10.4 0522
2008 12 03 06 00 289  7.9 999 99.0 9999
2008 12 03 06 10 287  8.2 999 99.0 9999
2008 12 03 06 20 288  8.2 999 99.0 9999
2008 12 03 06 30 293  8.3 999 99.0 9999
2008 12 03 06 40 288  8.5 999 99.0 9999
2008 12 03 06 50 288  8.2 286 10.2 0634
2008 12 03 07 00 288  7.8 999 99.0 9999
2008 12 03 07 10 288  7.3 999 99.0 9999
2008 12 03 07 20 289  7.4 999 99.0 9999
2008 12 03 07 30 287  7.3 999 99.0 9999
2008 12 03 07 40 291  7.2 999 99.0 9999
2008 12 03 07 50 286  6.9 287  9.8 0654
2008 12 03 08 00 287  6.9 999 99.0 9999
2008 12 03 08 10 287  7.0 999 99.0 9999
2008 12 03 08 20 289  6.7 999 99.0 9999
2008 12 03 08 30 289  6.6 999 99.0 9999
2008 12 03 08 40 286  6.5 999 99.0 9999
2008 12 03 08 50 292  6.5 286  9.2 0803
2008 12 03 09 00 289  6.4 999 99.0 9999
2008 12 03 09 10 283  6.5 999 99.0 9999
2008 12 03 09 20 279  6.2 999 99.0 9999
2008 12 03 09 30 277  6.4 999 99.0 9999
2008 12 03 09 40 279  6.2 999 99.0 9999
2008 12 03 09 50 275  6.1 276  8.1 0935
2008 12 03 10 00 278  6.7 999 99.0 9999
2008 12 03 10 10 274  6.5 999 99.0 9999
2008 12 03 10 20 275  6.5 999 99.0 9999
2008 12 03 10 30 278  6.4 999 99.0 9999
2008 12 03 10 40 276  6.8 999 99.0 9999
2008 12 03 10 50 275  6.8 275  9.0 1035
2008 12 03 11 00 276  6.9 999 99.0 9999
2008 12 03 11 10 276  7.4 999 99.0 9999
2008 12 03 11 20 278  7.1 999 99.0 9999
2008 12 03 11 30 282  7.5 999 99.0 9999
2008 12 03 11 40 279  7.5 999 99.0 9999
2008 12 03 11 50 277  7.7 282  9.3 1129
