#YY  MM DD hh mm WDIR WSPD GDR GST GTIME
#yr  mo dy hr mn degT m/s degT m/s hhmm
2008 11 16 05 00 205  5.8 999 99.0 9999
2008 11 16 05 10 206  5.8 999 99.0 9999
2008 11 16 05 20 204  5.5 999 99.0 9999
2008 11 16 05 30 198  6.3 999 99.0 9999
2008 11 16 05 40 199  6.8 999 99.0 9999
2008 11 16 05 50 208  6.3 200  8.1 0537
2008 11 16 06 00 211  5.5 999 99.0 9999
2008 11 16 06 10 208  6.4 999 99.0 9999
2008 11 16 06 20 204  8.3 999 99.0 9999
2008 11 16 06 30 208  7.3 999 99.0 9999
2008 11 16 06 40 227  6.3 999 99.0 9999
2008 11 16 06 50 252  5.6 206  9.6 0610
2008 11 16 07 00 255  6.2 999 99.0 9999
2008 11 16 07 10 259  4.8 999 99.0 9999
2008 11 16 07 20 252  6.6 999 99.0 9999
2008 11 16 07 30 251  8.2 999 99.0 9999
2008 11 16 07 40 252  8.6 999 99.0 9999
2008 11 16 07 50 248  8.4 253 10.5 0740
2008 11 16 08 00 244  8.9 999 99.0 9999
2008 11 16 08 10 255  9.3 999 99.0 9999
2008 11 16 08 20 274 11.8 999 99.0 9999
2008 11 16 08 30 268 12.0 999 99.0 9999
2008 11 16 08 40 266 11.3 999 99.0 9999
2008 11 16 08 50 261 11.8 272 15.3 0817
2008 11 16 09 00 265 11.1 999 99.0 9999
2008 11 16 09 10 276 12.9 999 99.0 9999
2008 11 16 09 20 276 14.3 999 99.0 9999
2008 11 16 09 30 276 13.7 999 99.0 9999
2008 11 16 09 40 279 14.5 999 99.0 9999
2008 11 16 09 50 275 16.2 282 20.1 0945
2008 11 16 10 00 275 15.8 999 99.0 9999
2008 11 16 10 10 273 16.2 999 99.0 9999
2008 11 16 10 20 277 15.3 999 99.0 9999
2008 11 16 10 30 277 14.5 999 99.0 9999
2008 11 16 10 40 275 14.7 999 99.0 9999
2008 11 16 10 50 277 13.9 265 20.2 0958
2008 11 16 11 00 276 13.9 999 99.0 9999
2008 11 16 11 10 277 12.8 999 99.0 9999
2008 11 16 11 20 275 13.3 999 99.0 9999
2008 11 16 11 30 273 13.5 999 99.0 9999
2008 11 16 11 40 272 12.6 999 99.0 9999
2008 11 16 11 50 270 12.9 276 17.7 1051
2008 11 16 12 00 270 11.9 999 99.0 9999
2008 11 16 12 10 269 12.8 999 99.0 9999
2008 11 16 12 20 272 12.6 999 99.0 9999
2008 11 16 12 30 269 13.0 999 99.0 9999
2008 11 16 12 40 268 13.1 999 99.0 9999
2008 11 16 12 50 267 13.2 266 17.4 1150
2008 11 16 13 00 270 12.2 999 99.0 9999
2008 11 16 13 10 267 12.6 999 99.0 9999
2008 11 16 13 20 270 13.1 999 99.0 9999
2008 11 16 13 30 269 13.6 999 99.0 9999
2008 11 16 13 40 268 13.1 999 99.0 9999
2008 11 16 13 50 268 13.3 263 17.7 1327
2008 11 16 14 00 267 13.2 999 99.0 9999
2008 11 16 14 10 267 12.9 999 99.0 9999
2008 11 16 14 20 272 13.1 999 99.0 9999
2008 11 16 14 30 277 13.6 999 99.0 9999
2008 11 16 14 40 280 14.8 999 99.0 9999
2008 11 16 14 50 283 14.8 288 19.9 1444
2008 11 16 15 00 279 14.2 999 99.0 9999
2008 11 16 15 10 281 14.3 999 99.0 9999
2008 11 16 15 20 280 16.2 999 99.0 9999
2008 11 16 15 30 289 15.5 999 99.0 9999
2008 11 16 15 40 278 13.3 999 99.0 9999
2008 11 16 15 50 275 14.5 266 19.3 1547
2008 11 16 16 00 278 13.9 999 99.0 9999
2008 11 16 16 10 279 13.0 999 99.0 9999
2008 11 16 16 20 278 12.6 999 99.0 9999
2008 11 16 16 30 274 12.4 999 99.0 9999
2008 11 16 16 40 279 13.7 999 99.0 9999
2008 11 16 16 50 280 13.9 282 18.2 1553
2008 11 16 17 00 278 13.2 999 99.0 9999
2008 11 16 17 10 271 13.7 999 99.0 9999
2008 11 16 17 20 265 12.7 999 99.0 9999
2008 11 16 17 30 267 12.3 999 99.0 9999
2008 11 16 17 40 279 12.1 999 99.0 9999
2008 11 16 17 50 269 13.9 262 17.5 1711
2008 11 16 18 00 271 13.5 999 99.0 9999
2008 11 16 18 10 268 13.9 999 99.0 9999
2008 11 16 18 20 263 14.1 999 99.0 9999
2008 11 16 18 30 261 13.9 999 99.0 9999
2008 11 16 18 40 270 13.9 999 99.0 9999
2008 11 16 18 50 270 14.4 270 18.9 1840
2008 11 16 19 00 268 13.2 999 99.0 9999
2008 11 16 19 10 273 14.1 999 99.0 9999
2008 11 16 19 20 272 14.0 999 99.0 9999
2008 11 16 19 30 263 13.8 999 99.0 9999
2008 11 16 19 40 265 14.7 999 99.0 9999
2008 11 16 19 50 267 14.1 266 18.5 1940
2008 11 16 20 00 271 12.9 999 99.0 9999
2008 11 16 20 10 271 13.9 999 99.0 9999
2008 11 16 20 20 270 12.7 999 99.0 9999
2008 11 16 20 30 271 13.8 999 99.0 9999
2008 11 16 20 40 277 13.6 999 99.0 9999
2008 11 16 20 50 276 12.5 267 19.3 2023
2008 11 16 21 00 269 12.0 999 99.0 9999
2008 11 16 21 10 269 12.7 999 99.0 9999
2008 11 16 21 20 276 13.6 999 99.0 9999
2008 11 16 21 30 281 13.4 999 99.0 9999
2008 11 16 21 40 271 14.2 999 99.0 9999
2008 11 16 21 50 270 13.1 271 18.7 2132
2008 11 16 22 00 268 12.7 999 99.0 9999
2008 11 16 22 10 262 11.9 999 99.0 9999
2008 11 16 22 20 265 12.4 999 99.0 9999
2008 11 16 22 30 261 11.7 999 99.0 9999
2008 11 16 22 40 263 11.4 999 99.0 9999
2008 11 16 22 50 259 13.2 266 16.6 2220
2008 11 16 23 00 263 12.2 999 99.0 9999
2008 11 16 23 10 260 11.5 999 99.0 9999
2008 11 16 23 20 270 12.3 999 99.0 9999
2008 11 16 23 30 269 12.6 999 99.0 9999
2008 11 16 23 40 261 12.5 999 99.0 9999
2008 11 16 23 50 264 11.9 268 15.7 2328
2008 11 17 00 00 262 12.1 999 99.0 9999
2008 11 17 00 10 260 11.5 999 99.0 9999
2008 11 17 00 20 258 11.6 999 99.0 9999
2008 11 17 00 30 261 11.5 999 99.0 9999
2008 11 17 00 40 262 10.5 999 99.0 9999
2008 11 17 00 50 258 10.4 257 17.3 0002
2008 11 17 01 00 258 11.3 999 99.0 9999
2008 11 17 01 10 260 11.3 999 99.0 9999
2008 11 17 01 20 267 12.1 999 99.0 9999
2008 11 17 01 30 264 11.3 999 99.0 9999
2008 11 17 01 40 263 11.6 999 99.0 9999
2008 11 17 01 50 261 10.5 269 15.8 0112
2008 11 17 02 00 263 11.3 999 99.0 9999
2008 11 17 02 10 264 12.1 999 99.0 9999
2008 11 17 02 20 262 11.7 999 99.0 9999
2008 11 17 02 30 262 11.0 999 99.0 9999
2008 11 17 02 40 258 10.9 999 99.0 9999
2008 11 17 02 50 262 11.0 256 14.6 0154
2008 11 17 03 00 259 11.4 999 99.0 9999
2008 11 17 03 10 262 10.7 999 99.0 9999
2008 11 17 03 20 264 11.9 999 99.0 9999
2008 11 17 03 30 264 12.6 999 99.0 9999
2008 11 17 03 40 266 11.5 999 99.0 9999
2008 11 17 03 50 259 11.3 260 16.1 0313
2008 11 17 04 00 263 12.3 999 99.0 9999
2008 11 17 04 10 263 11.8 999 99.0 9999
2008 11 17 04 20 266 12.2 999 99.0 9999
2008 11 17 04 30 266 12.7 999 99.0 9999
2008 11 17 04 40 267 12.6 999 99.0 9999
2008 11 17 04 50 265 12.0 273 17.9 0359
2008 11 17 05 00 264 12.1 999 99.0 9999
2008 11 17 05 10 261 12.1 999 99.0 9999
2008 11 17 05 20 260 11.4 999 99.0 9999
2008 11 17 05 30 265 11.9 999 99.0 9999
2008 11 17 05 40 267 12.1 999 99.0 9999
2008 11 17 05 50 271 11.8 251 15.8 0531
2008 11 17 06 00 270 11.2 999 99.0 9999
2008 11 17 06 10 270 11.1 999 99.0 9999
2008 11 17 06 20 267 11.4 999 99.0 9999
2008 11 17 06 30 269 11.2 999 99.0 9999
2008 11 17 06 40 265 10.7 999 99.0 9999
2008 11 17 06 50 264 10.1 267 14.8 0552
2008 11 17 07 00 262 10.3 999 99.0 9999
2008 11 17 07 10 263 10.3 999 99.0 9999
2008 11 17 07 20 264 10.2 999 99.0 9999
2008 11 17 07 30 269 10.4 999 99.0 9999
2008 11 17 07 40 265 10.5 999 99.0 9999
2008 11 17 07 50 273 11.1 271 14.0 0743
2008 11 17 08 00 272 11.0 999 99.0 9999
2008 11 17 08 10 272 11.4 999 99.0 9999
2008 11 17 08 20 271 10.9 999 99.0 9999
2008 11 17 08 30 270 10.2 999 99.0 9999
2008 11 17 08 40 272 10.7 999 99.0 9999
2008 11 17 08 50 274 11.0 271 14.1 0804
2008 11 17 09 00 274 11.0 999 99.0 9999
2008 11 17 09 10 272 10.6 999 99.0 9999
2008 11 17 09 20 270 11.0 999 99.0 9999
2008 11 17 09 30 268 10.3 999 99.0 9999
2008 11 17 09 40 262 10.2 999 99.0 9999
2008 11 17 09 50 264 10.8 267 15.4 0912
2008 11 17 10 00 261 10.6 999 99.0 9999
2008 11 17 10 10 262 10.7 999 99.0 9999
2008 11 17 10 20 261 10.1 999 99.0 9999
2008 11 17 10 30 259 10.2 999 99.0 9999
2008 11 17 10 40 259 10.4 999 99.0 9999
2008 11 17 10 50 261 10.8 257 13.4 0953
2008 11 17 11 00 263 10.9 999 99.0 9999
2008 11 17 11 10 263 11.3 999 99.0 9999
2008 11 17 11 20 261 10.4 999 99.0 9999
2008 11 17 11 30 257 10.1 999 99.0 9999
2008 11 17 11 40 255 10.1 999 99.0 9999
2008 11 17 11 50 258  9.6 265 13.7 1100
2008 11 17 12 00 258  9.7 999 99.0 9999
2008 11 17 12 10 258  9.9 999 99.0 9999
2008 11 17 12 20 266 10.0 999 99.0 9999
2008 11 17 12 30 260  9.8 999 99.0 9999
2008 11 17 12 40 264  9.5 999 99.0 9999
2008 11 17 12 50 259  9.4 258 13.4 1158
2008 11 17 13 00 254  9.0 999 99.0 9999
2008 11 17 13 10 256  8.9 999 99.0 9999
2008 11 17 13 20 253  9.2 999 99.0 9999
2008 11 17 13 30 256  9.2 999 99.0 9999
2008 11 17 13 40 255  9.7 999 99.0 9999
2008 11 17 13 50 256  8.9 254 11.9 1334
2008 11 17 14 00 260  8.9 999 99.0 9999
2008 11 17 14 10 261  8.9 999 99.0 9999
2008 11 17 14 20 264  8.9 999 99.0 9999
2008 11 17 14 30 266  8.6 999 99.0 9999
2008 11 17 14 40 268  8.5 999 99.0 9999
2008 11 17 14 50 260  7.7 257 11.8 1403
2008 11 17 15 00 273  8.7 999 99.0 9999
2008 11 17 15 10 277  9.2 999 99.0 9999
2008 11 17 15 20 279  9.3 999 99.0 9999
2008 11 17 15 30 284  8.9 999 99.0 9999
2008 11 17 15 40 276  7.7 999 99.0 9999
2008 11 17 15 50 274  7.9 287 11.6 1522
2008 11 17 16 00 272  7.5 999 99.0 9999
2008 11 17 16 10 261  8.0 999 99.0 9999
2008 11 17 16 20 262  7.8 999 99.0 9999
2008 11 17 16 30 269  7.3 999 99.0 9999
2008 11 17 16 40 265  8.1 999 99.0 9999
2008 11 17 16 50 257  7.0 256 10.3 1601
2008 11 17 17 00 272  7.1 999 99.0 9999
2008 11 17 17 10 275  6.9 999 99.0 9999
2008 11 17 17 20 282  8.0 999 99.0 9999
2008 11 17 17 30 284  7.6 999 99.0 9999
2008 11 17 17 40 284  7.6 999 99.0 9999
2008 11 17 17 50 284  7.1 280 11.2 1731
2008 11 17 18 00 279  6.9 999 99.0 9999
2008 11 17 18 10 281  7.0 999 99.0 9999
2008 11 17 18 20 280  6.8 999 99.0 9999
2008 11 17 18 30 272  6.2 999 99.0 9999
2008 11 17 18 40 275  6.8 999 99.0 9999
2008 11 17 18 50 263  6.0 284  9.9 1801
2008 11 17 19 00 271  6.8 999 99.0 9999
2008 11 17 19 10 261  5.6 999 99.0 9999
2008 11 17 19 20 259  5.5 999 99.0 9999
2008 11 17 19 30 274  6.3 999 99.0 9999
2008 11 17 19 40 270  6.1 999 99.0 9999
2008 11 17 19 50 268  6.2 260  9.3 1940
2008 11 17 20 00 265  5.8 999 99.0 9999
2008 11 17 20 10 263  5.6 999 99.0 9999
2008 11 17 20 20 262  5.9 999 99.0 9999
2008 11 17 20 30 247  7.3 999 99.0 9999
2008 11 17 20 40 264  7.5 999 99.0 9999
2008 11 17 20 50 262  6.5 253  9.7 2036
2008 11 17 21 00 251  6.5 999 99.0 9999
2008 11 17 21 10 254  6.9 999 99.0 9999
2008 11 17 21 20 253  7.3 999 99.0 9999
2008 11 17 21 30 259  7.8 999 99.0 9999
2008 11 17 21 40 261  6.9 999 99.0 9999
2008 11 17 21 50 261  6.3 261  9.7 2123
2008 11 17 22 00 263  7.2 999 99.0 9999
2008 11 17 22 10 263  6.9 999 99.0 9999
2008 11 17 22 20 261  7.1 999 99.0 9999
2008 11 17 22 30 266  7.3 999 99.0 9999
2008 11 17 22 40 269  7.6 999 99.0 9999
2008 11 17 22 50 269  7.6 270 11.2 2236
2008 11 17 23 00 277  7.8 999 99.0 9999
2008 11 17 23 10 280  7.7 999 99.0 9999
2008 11 17 23 20 277  7.6 999 99.0 9999
2008 11 17 23 30 280  7.3 999 99.0 9999
2008 11 17 23 40 288  7.4 999 99.0 9999
2008 11 17 23 50 285  7.0 280 10.0 2304
2008 11 18 00 00 276  6.4 999 99.0 9999
2008 11 18 00 10 279  6.4 999 99.0 9999
2008 11 18 00 20 285  5.6 999 99.0 9999
2008 11 18 00 30 290  6.3 999 99.0 9999
2008 11 18 00 40 289  6.6 999 99.0 9999
2008 11 18 00 50 293  6.4 281  8.7 0037
2008 11 18 01 00 300  6.2 999 99.0 9999
2008 11 18 01 10 301  6.2 999 99.0 9999
2008 11 18 01 20 300  6.1 999 99.0 9999
2008 11 18 01 30 306  6.6 999 99.0 9999
2008 11 18 01 40 289  6.5 999 99.0 9999
2008 11 18 01 50 288  6.4 271  9.2 0143
2008 11 18 02 00 298  6.4 999 99.0 9999
2008 11 18 02 10 294  6.5 999 99.0 9999
2008 11 18 02 20 310  6.3 999 99.0 9999
2008 11 18 02 30 310  6.6 999 99.0 9999
2008 11 18 02 40 308  6.4 999 99.0 9999
2008 11 18 02 50 317  6.2 301  8.8 0230
2008 11 18 03 00 308  6.0 999 99.0 9999
2008 11 18 03 10 312  6.2 999 99.0 9999
2008 11 18 03 20 315  5.5 999 99.0 9999
2008 11 18 03 30 320  6.2 999 99.0 9999
2008 11 18 03 40 320  6.1 999 99.0 9999
2008 11 18 03 50 327  5.6 318  8.5 0308
2008 11 18 04 00 329  5.3 999 99.0 9999
2008 11 18 04 10 335  5.3 999 99.0 9999
2008 11 18 04 20 328  5.2 999 99.0 9999
2008 11 18 04 30 318  5.0 999 99.0 9999
2008 11 18 04 40 332  4.8 999 99.0 9999
2008 11 18 04 50 331  4.9 325  7.2 0352
2008 11 18 05 00 335  4.9 999 99.0 9999
2008 11 18 05 10 343  4.6 999 99.0 9999
2008 11 18 05 20 349  4.5 999 99.0 9999
2008 11 18 05 30 334  5.0 999 99.0 9999
2008 11 18 05 40 345  4.4 999 99.0 9999
2008 11 18 05 50 355  5.4 350  7.7 0546
2008 11 18 06 00   2  5.4 999 99.0 9999
2008 11 18 06 10 354  6.3 999 99.0 9999
2008 11 18 06 20   2  6.2 999 99.0 9999
2008 11 18 06 30 358  5.7 999 99.0 9999
2008 11 18 06 40 350  5.5 999 99.0 9999
2008 11 18 06 50 353  5.4 354  8.0 0608
2008 11 18 07 00  14  5.1 999 99.0 9999
2008 11 18 07 10  17  5.6 999 99.0 9999
2008 11 18 07 20  22  5.5 999 99.0 9999
2008 11 18 07 30  24  5.9 999 99.0 9999
2008 11 18 07 40  31  5.8 999 99.0 9999
2008 11 18 07 50  40  5.9  15  7.5 0740
2008 11 18 08 00  29  5.8 999 99.0 9999
2008 11 18 08 10  23  5.6 999 99.0 9999
2008 11 18 08 20  24  6.1 999 99.0 9999
2008 11 18 08 30  16  6.0 999 99.0 9999
2008 11 18 08 40  15  7.0 999 99.0 9999
2008 11 18 08 50   4  8.3   5 11.0 0843
2008 11 18 09 00   5  8.2 999 99.0 9999
2008 11 18 09 10  12  8.6 999 99.0 9999
2008 11 18 09 20  12  8.5 999 99.0 9999
2008 11 18 09 30  17  8.6 999 99.0 9999
2008 11 18 09 40  19  8.3 999 99.0 9999
2008 11 18 09 50  15  8.5  23 10.8 0921
2008 11 18 10 00  17  8.9 999 99.0 9999
2008 11 18 10 10  18  9.4 999 99.0 9999
2008 11 18 10 20  13  9.2 999 99.0 9999
2008 11 18 10 30  15  9.2 999 99.0 9999
2008 11 18 10 40  10  9.7 999 99.0 9999
2008 11 18 10 50  15  9.7  22 12.2 1046
2008 11 18 11 00  15  9.7 999 99.0 9999
2008 11 18 11 10  11 10.1 999 99.0 9999
2008 11 18 11 20  12 10.0 999 99.0 9999
2008 11 18 11 30 360  9.3 999 99.0 9999
2008 11 18 11 40   3  9.9 999 99.0 9999
2008 11 18 11 50   4  9.8   8 12.7 1144
2008 11 18 12 00   7 10.0 999 99.0 9999
2008 11 18 12 10   7 10.2 999 99.0 9999
2008 11 18 12 20   6  9.8 999 99.0 9999
2008 11 18 12 30   3 10.2 999 99.0 9999
2008 11 18 12 40   7 10.2 999 99.0 9999
2008 11 18 12 50   4  9.6 357 14.3 1209
2008 11 18 13 00   9 10.0 999 99.0 9999
2008 11 18 13 10   6 10.1 999 99.0 9999
2008 11 18 13 20  10 10.4 999 99.0 9999
2008 11 18 13 30   8 10.3 999 99.0 9999
2008 11 18 13 40   5  9.9 999 99.0 9999
2008 11 18 13 50   1 10.1   6 13.6 1310
2008 11 18 14 00   2 10.1 999 99.0 9999
2008 11 18 14 10   3  9.6 999 99.0 9999
2008 11 18 14 20 359  9.7 999 99.0 9999
2008 11 18 14 30   6  9.7 999 99.0 9999
2008 11 18 14 40   3  9.1 999 99.0 9999
2008 11 18 14 50   5  8.6   5 12.7 1419
2008 11 18 15 00   7  8.7 999 99.0 9999
2008 11 18 15 10 352  8.4 999 99.0 9999
2008 11 18 15 20   7  8.6 999 99.0 9999
2008 11 18 15 30   6  8.1 999 99.0 9999
2008 11 18 15 40 353  8.7 999 99.0 9999
2008 11 18 15 50 360  8.0 356 12.1 1533
2008 11 18 16 00   1  7.5 999 99.0 9999
2008 11 18 16 10 356  8.0 999 99.0 9999
2008 11 18 16 20 354  8.1 999 99.0 9999
2008 11 18 16 30 357  8.1 999 99.0 9999
2008 11 18 16 40 354  8.0 999 99.0 9999
2008 11 18 16 50 343  8.1  18 11.1 1624
2008 11 18 17 00 341  8.5 999 99.0 9999
2008 11 18 17 10 351  8.6 999 99.0 9999
2008 11 18 17 20 341  8.5 999 99.0 9999
2008 11 18 17 30 342  8.1 999 99.0 9999
2008 11 18 17 40 351  8.2 999 99.0 9999
2008 11 18 17 50 349  7.5 330 11.0 1710
2008 11 18 18 00 347  8.4 999 99.0 9999
2008 11 18 18 10 326  9.5 999 99.0 9999
2008 11 18 18 20 334  9.3 999 99.0 9999
2008 11 18 18 30 334  9.6 999 99.0 9999
2008 11 18 18 40 330  9.3 999 99.0 9999
2008 11 18 18 50 330  9.3 322 13.8 1842
2008 11 18 19 00 326  9.4 999 99.0 9999
2008 11 18 19 10 330  9.7 999 99.0 9999
2008 11 18 19 20 331 10.1 999 99.0 9999
2008 11 18 19 30 342  9.2 999 99.0 9999
2008 11 18 19 40 353 10.8 999 99.0 9999
2008 11 18 19 50 351 10.0 356 14.4 1933
2008 11 18 20 00 345  9.2 999 99.0 9999
2008 11 18 20 10 344 10.2 999 99.0 9999
2008 11 18 20 20 337 10.4 999 99.0 9999
2008 11 18 20 30 344 10.2 999 99.0 9999
2008 11 18 20 40 335 10.6 999 99.0 9999
2008 11 18 20 50 348 10.1 337 13.6 2037
2008 11 18 21 00 346 10.7 999 99.0 9999
2008 11 18 21 10 342 11.6 999 99.0 9999
2008 11 18 21 20 345 10.9 999 99.0 9999
2008 11 18 21 30 354 11.3 999 99.0 9999
2008 11 18 21 40 346 12.0 999 99.0 9999
2008 11 18 21 50 348 11.2 350 15.3 2132
2008 11 18 22 00 351 11.5 999 99.0 9999
2008 11 18 22 10 360 10.6 999 99.0 9999
2008 11 18 22 20 355 11.2 999 99.0 9999
2008 11 18 22 30 360 11.1 999 99.0 9999
2008 11 18 22 40   4 11.5 999 99.0 9999
2008 11 18 22 50 359 10.2   3 14.8 2207
2008 11 18 23 00 358 10.5 999 99.0 9999
2008 11 18 23 10  10 10.5 999 99.0 9999
2008 11 18 23 20   1 10.1 999 99.0 9999
2008 11 18 23 30   4  9.7 999 99.0 9999
2008 11 18 23 40 358 10.7 999 99.0 9999
2008 11 18 23 50   6 10.5 358 15.1 2323
2008 11 19 00 00   4 10.5 999 99.0 9999
2008 11 19 00 10   7 11.1 999 99.0 9999
2008 11 19 00 20   6 10.9 999 99.0 9999
2008 11 19 00 30   3 10.6 999 99.0 9999
2008 11 19 00 40   7 11.4 999 99.0 9999
2008 11 19 00 50   4 11.3   1 15.1 0047
2008 11 19 01 00   8 10.9 999 99.0 9999
2008 11 19 01 10 360 11.8 999 99.0 9999
2008 11 19 01 20   1 11.8 999 99.0 9999
2008 11 19 01 30   1 12.6 999 99.0 9999
2008 11 19 01 40   2 12.3 999 99.0 9999
2008 11 19 01 50 358 11.5  11 16.3 0121
2008 11 19 02 00 360 11.6 999 99.0 9999
2008 11 19 02 10   2 12.5 999 99.0 9999
2008 11 19 02 20 360 12.2 999 99.0 9999
2008 11 19 02 30 353 11.7 999 99.0 9999
2008 11 19 02 40 349 11.3 999 99.0 9999
2008 11 19 02 50 338 11.1   1 16.2 0203
2008 11 19 03 00 356 11.7 999 99.0 9999
2008 11 19 03 10 352 10.6 999 99.0 9999
2008 11 19 03 20 360 11.1 999 99.0 9999
2008 11 19 03 30 355 11.4 999 99.0 9999
2008 11 19 03 40 352 11.2 999 99.0 9999
2008 11 19 03 50   1 12.5 352 15.3 0341
2008 11 19 04 00 359 13.2 999 99.0 9999
2008 11 19 04 10 359 13.1 999 99.0 9999
2008 11 19 04 20 354 12.1 999 99.0 9999
2008 11 19 04 30 354 12.0 999 99.0 9999
2008 11 19 04 40 360 11.9 999 99.0 9999
2008 11 19 04 50 352 11.3 354 17.2 0356
2008 11 19 05 00 355 12.3 999 99.0 9999
2008 11 19 05 10 354 12.9 999 99.0 9999
2008 11 19 05 20 356 12.2 999 99.0 9999
2008 11 19 05 30 359 12.5 999 99.0 9999
2008 11 19 05 40 356 11.9 999 99.0 9999
2008 11 19 05 50 356 12.1  16 18.4 0524
2008 11 19 06 00 353 13.2 999 99.0 9999
2008 11 19 06 10 346 13.0 999 99.0 9999
2008 11 19 06 20 348 12.0 999 99.0 9999
2008 11 19 06 30 349 11.4 999 99.0 9999
2008 11 19 06 40 354 11.4 999 99.0 9999
2008 11 19 06 50 353 11.5 351 18.5 0558
2008 11 19 07 00 351 11.9 999 99.0 9999
2008 11 19 07 10 353 11.9 999 99.0 9999
2008 11 19 07 20 357 11.8 999 99.0 9999
2008 11 19 07 30 355 13.0 999 99.0 9999
2008 11 19 07 40 351 13.6 999 99.0 9999
2008 11 19 07 50 358 13.5 350 17.8 0737
2008 11 19 08 00 345 13.2 999 99.0 9999
2008 11 19 08 10 346 13.9 999 99.0 9999
2008 11 19 08 20 352 14.3 999 99.0 9999
2008 11 19 08 30 341 13.7 999 99.0 9999
2008 11 19 08 40 347 13.1 999 99.0 9999
2008 11 19 08 50 350 12.2 339 17.7 0821
2008 11 19 09 00 335 11.9 999 99.0 9999
2008 11 19 09 10 335 10.9 999 99.0 9999
2008 11 19 09 20 343 10.8 999 99.0 9999
2008 11 19 09 30 349 10.1 999 99.0 9999
2008 11 19 09 40 353 10.2 999 99.0 9999
2008 11 19 09 50 347  9.6 333 16.4 0900
2008 11 19 10 00 348 10.0 999 99.0 9999
2008 11 19 10 10 347 10.1 999 99.0 9999
2008 11 19 10 20 346 10.7 999 99.0 9999
2008 11 19 10 30 337 10.7 999 99.0 9999
2008 11 19 10 40 335 10.8 999 99.0 9999
2008 11 19 10 50 330 10.3 356 14.9 1014
2008 11 19 11 00 338 10.7 999 99.0 9999
2008 11 19 11 10 341 10.9 999 99.0 9999
2008 11 19 11 20 340 10.8 999 99.0 9999
2008 11 19 11 30 341 10.9 999 99.0 9999
2008 11 19 11 40 340 10.1 999 99.0 9999
2008 11 19 11 50 341 10.7 353 14.6 1117
2008 11 19 12 00 346 11.2 999 99.0 9999
2008 11 19 12 10 342 10.4 999 99.0 9999
2008 11 19 12 20 341 10.7 999 99.0 9999
2008 11 19 12 30 351 10.7 999 99.0 9999
2008 11 19 12 40 360 11.1 999 99.0 9999
2008 11 19 12 50 357 11.5 349 15.5 1249
2008 11 19 13 00   1 11.2 999 99.0 9999
2008 11 19 13 10 359 11.1 999 99.0 9999
2008 11 19 13 20 356 10.9 999 99.0 9999
2008 11 19 13 30 353 11.0 999 99.0 9999
2008 11 19 13 40 357 10.8 999 99.0 9999
2008 11 19 13 50 353 10.3 357 15.3 1252
2008 11 19 14 00 351 10.4 999 99.0 9999
2008 11 19 14 10 356 10.7 999 99.0 9999
2008 11 19 14 20 358  9.7 999 99.0 9999
2008 11 19 14 30 346  9.3 999 99.0 9999
2008 11 19 14 40 342  8.6 999 99.0 9999
2008 11 19 14 50 337  8.8 359 14.8 1353
2008 11 19 15 00 346  7.7 999 99.0 9999
2008 11 19 15 10 347  7.7 999 99.0 9999
2008 11 19 15 20 326  7.3 999 99.0 9999
2008 11 19 15 30 321  7.9 999 99.0 9999
2008 11 19 15 40 330  7.7 999 99.0 9999
2008 11 19 15 50 317  8.1 316 12.0 1547
2008 11 19 16 00 328  7.9 999 99.0 9999
2008 11 19 16 10 327  8.8 999 99.0 9999
2008 11 19 16 20 318  8.6 999 99.0 9999
2008 11 19 16 30 311  7.5 999 99.0 9999
2008 11 19 16 40 320  7.6 999 99.0 9999
2008 11 19 16 50 327  8.1 318 12.2 1617
2008 11 19 17 00 327  7.9 999 99.0 9999
2008 11 19 17 10 324  7.9 999 99.0 9999
2008 11 19 17 20 314  7.9 999 99.0 9999
2008 11 19 17 30 315  8.2 999 99.0 9999
2008 11 19 17 40 311  7.3 999 99.0 9999
2008 11 19 17 50 328  9.0 321 11.6 1748
2008 11 19 18 00 326  8.8 999 99.0 9999
2008 11 19 18 10 316  8.4 999 99.0 9999
2008 11 19 18 20 311  8.3 999 99.0 9999
2008 11 19 18 30 317  8.0 999 99.0 9999
2008 11 19 18 40 322  8.6 999 99.0 9999
2008 11 19 18 50 316  8.8 287 13.1 1841
2008 11 19 19 00 317  8.1 999 99.0 9999
2008 11 19 19 10 328  7.5 999 99.0 9999
2008 11 19 19 20 320  8.0 999 99.0 9999
2008 11 19 19 30 317  8.1 999 99.0 9999
2008 11 19 19 40 323  8.1 999 99.0 9999
2008 11 19 19 50 318  8.0 302 11.3 1924
2008 11 19 20 00 316  7.4 999 99.0 9999
2008 11 19 20 10 315  8.2 999 99.0 9999
2008 11 19 20 20 306  8.2 999 99.0 9999
2008 11 19 20 30 306  8.5 999 99.0 9999
2008 11 19 20 40 309  7.7 999 99.0 9999
2008 11 19 20 50 307  8.3 302 11.8 2044
2008 11 19 21 00 306  7.2 999 99.0 9999
2008 11 19 21 10 297  7.7 999 99.0 9999
2008 11 19 21 20 307  8.2 999 99.0 9999
2008 11 19 21 30 300  8.2 999 99.0 9999
2008 11 19 21 40 302  8.2 999 99.0 9999
2008 11 19 21 50 300  8.6 315 11.9 2146
2008 11 19 22 00 314  9.0 999 99.0 9999
2008 11 19 22 10 303  8.1 999 99.0 9999
